,Init Bwd Win Bytes,Init Fwd Win Bytes,Flow Packets/s,Packet Length Variance,Flow Bytes/s,Flow IAT Mean,Idle Mean,Idle Max,Bwd IAT Min,Idle Min,Label
1119583,229,256,0.160148841,4731941.5,143.6781485,6764540.5,80600000.0,80600000,3,80600000,3
1062370,229,8192,5.20573649,4572451.5,6728.703621,216107.75,0.0,0,4,0,3
1044502,229,8192,9.960531394,4456113.0,14476.38732,114738.57,0.0,0,152,0,3
1155285,229,8192,20.73078996,16800000.0,34451.61137,56277.0,0.0,0,189,0,3
1104487,-1,256,1.67653475,0.0,10.0592085,745585.5,0.0,0,0,0,3
1106872,229,256,0.158145343,7317264.5,141.8807031,6850238.5,40200000.0,71100000,144,9390752,3
1066477,229,8192,153.9290387,6054813.0,223716.6166,7424.5713,0.0,0,177,0,3
1180134,-1,256,0.488245549,0.0,2.929473297,2730866.2,8190779.0,8190779,0,8190779,3
1106753,229,8192,213.1060202,4456113.0,309722.9622,5362.857,0.0,0,67,0,3
1068224,229,8192,7.044833319,3625073.8,9105.838445,159691.5,0.0,0,9,0,3
1095675,-1,256,0.408341602,0.0,2.450049614,3265240.0,9795718.0,9795718,0,9795718,3
1101734,229,8192,5.50215073,3654198.2,7108.167393,204465.5,0.0,0,45,0,3
1078951,-1,256,106.292517,0.0,637.755102,11760.0,0.0,0,0,0,3
1176241,-1,256,0.420492315,0.0,2.522953887,3170886.2,9511780.0,9511780,0,9511780,3
1131623,229,8192,236.1553902,8217438.0,343222.3403,4839.4287,0.0,0,187,0,3
1035736,229,8192,7.480618963,3625073.8,9669.1156,150388.62,0.0,0,3,0,3
1105679,229,256,0.157268889,7317264.5,141.0943885,6888415.0,80700000.0,80700000,4,80700000,3
1112689,-1,256,0.61585365,0.0,3.695121897,2029703.0,8117810.0,8117810,0,8117810,3
1088495,-1,256,2.509495933,0.0,15.0569756,498108.0,0.0,0,0,0,3
1148021,-1,256,0.448034776,0.0,2.688208657,2789962.0,11200000.0,11200000,0,11200000,3
1040196,229,8192,4.943039706,8658090.0,9573.84407,242765.6,0.0,0,160,0,3
1058922,229,8192,51.91538945,3625073.8,67103.52505,21669.875,0.0,0,2,0,3
1119608,229,8192,6.048582212,7087654.5,8795.39461,188946.28,0.0,0,5,0,3
1118610,-1,256,0.439138336,0.0,2.634830016,3036249.0,9108196.0,9108196,0,9108196,3
1106434,229,256,0.171250287,6840253.0,142.7371139,6288591.5,40800000.0,74300000,4,7328852,3
1042556,229,256,0.166721821,10300000.0,162.039717,6543289.0,70600000.0,70600000,6,70600000,3
1164062,229,256,0.130563305,4731941.5,117.1353712,8297380.0,49100000.0,86500000,4,11800000,3
1066800,229,8192,199.8960541,1706395.8,232419.142,5558.4443,0.0,0,11,0,3
1069369,-1,256,0.744615499,0.0,4.467692995,1678718.8,6713881.0,6713881,0,6713881,3
1194115,229,8192,7.575215578,4572451.5,9791.38698,148510.62,0.0,0,2,0,3
1195284,229,8192,10.46877687,12600000.0,17388.63839,111442.5,0.0,0,195,0,3
1200360,-1,256,0.544853899,0.0,3.269123391,2294193.0,9175776.0,9175776,0,9175776,3
1190945,-1,256,0.576299704,0.0,3.457798221,2313611.0,6938865.0,6938865,0,6938865,3
1038441,229,8192,9.765386587,6523729.5,14200.09277,117031.43,0.0,0,4,0,3
1139446,-1,256,0.552493514,0.0,3.314961082,2262470.0,9042892.0,9042892,0,9042892,3
1129465,229,8192,5.922276049,3892188.0,8607.287953,192976.0,0.0,0,16,0,3
1075942,229,8192,65.29830442,4572451.5,84401.68615,17228.625,0.0,0,3,0,3
1158073,229,8192,129.2323598,19200000.0,250430.7745,9285.6,0.0,0,16283,0,3
1058286,229,8192,5.714448984,7025604.5,8309.523129,199994.28,0.0,0,20,0,3
1208752,-1,256,5.48641153,0.0,32.91846918,243024.67,0.0,0,0,0,3
1070379,229,8192,81.99121523,16800000.0,136257.6867,14229.167,0.0,0,4,0,3
1111948,229,8192,15.15226129,11200000.0,22033.28194,75424.86,0.0,0,5,0,3
1157975,-1,256,0.732860052,0.0,4.397160314,1705646.2,6819573.0,6819573,0,6819573,3
1171413,229,256,0.130858402,3150292.5,117.3397228,8278668.5,49100000.0,86500000,169,11700000,3
1091169,229,256,0.186933121,1690914.4,145.2719592,5731614.5,40100000.0,74900000,17,5245045,3
1072239,229,8192,206.5742247,6523729.5,300384.7445,5532.4287,0.0,0,148,0,3
1130347,229,8192,23.18585199,5020038.0,33697.73764,49291.145,0.0,0,1,0,3
1104415,-1,256,0.663469077,0.0,3.980814465,2009639.0,6028915.0,6028915,0,6028915,3
1208461,229,8192,5.894558144,6523729.5,8571.424361,193883.42,0.0,0,3,0,3
1144011,-1,256,2.541978228,0.0,15.25186937,491743.0,0.0,0,0,0,3
1042505,229,8192,9.98030553,4572451.5,12900.09936,112722.0,0.0,0,3,0,3
1086328,229,8192,4.39313748,11200000.0,6388.171038,260146.0,0.0,0,4,0,3
1094326,-1,256,0.503354607,0.0,3.020127641,2648894.8,7946022.0,7946022,0,7946022,3
1038211,-1,256,1.001199637,0.0,6.007197824,1248502.2,0.0,0,0,0,3
1146882,229,8192,15.26443082,4572451.5,19730.12486,73700.75,0.0,0,2,0,3
1176467,229,8192,296.1500494,2706820.5,382592.9582,3798.75,0.0,0,18,0,3
1191489,229,256,0.128852452,4731941.5,115.6004726,8407549.0,96800000.0,96800000,160,96800000,3
1050424,-1,256,7.352714107,0.0,44.11628464,170005.25,0.0,0,0,0,3
1039778,-1,256,0.824424737,0.0,4.946548422,1516208.8,6063834.0,6063834,0,6063834,3
1043536,229,256,0.182513346,5464954.0,163.6583132,5935639.0,68400000.0,68400000,191,68400000,3
1110901,229,8192,89.23989916,7087654.5,129765.9684,12806.571,0.0,0,189,0,3
1112451,-1,256,1.231253852,0.0,7.387523114,1015225.25,0.0,0,0,0,3
1162324,229,256,0.134337794,3497323.2,120.4596667,8064248.5,47500000.0,87700000,153,7232887,3
1051011,-1,256,0.557739477,0.0,3.346436865,2241189.8,8963734.0,8963734,0,8963734,3
1193909,-1,256,1.637231965,0.0,9.823391788,763483.75,0.0,0,0,0,3
1097328,229,8192,10.14259217,7025604.5,14748.59684,112679.0,0.0,0,96,0,3
1070628,229,8192,4.785762675,3625073.8,6185.864133,235072.25,0.0,0,2,0,3
1126816,-1,256,0.948428984,0.0,5.690573906,1317969.0,5266869.0,5266869,0,5266869,3
1099564,229,8192,4.018261275,16800000.0,6677.776202,290341.16,0.0,0,4,0,3
1140668,229,8192,11.20051298,11200000.0,16286.94594,102036.14,0.0,0,5,0,3
1180243,229,256,0.110292824,11200000.0,116.8803137,9973450.0,49900000.0,88100000,185,11600000,3
1070729,229,8192,6.745488954,2706820.5,8714.42223,166778.12,0.0,0,15,0,3
1071757,229,256,0.169935429,7317264.5,152.4582238,6374970.5,72800000.0,72800000,6,72800000,3
1146907,229,8192,7.732310835,2679242.8,9989.286454,145493.38,0.0,0,48,0,3
1070009,-1,256,0.425453025,0.0,2.55271815,3133914.2,9400743.0,9400743,0,9400743,3
1047604,-1,256,0.83967512,0.0,5.038050718,1488671.0,5951893.0,5951893,0,5951893,3
1157341,229,8192,11.34867674,7025604.5,16502.39457,100704.0,0.0,0,4,0,3
1086528,-1,256,50.48924074,0.0,302.9354445,24757.75,0.0,0,0,0,3
1088079,-1,256,0.335438236,0.0,2.012629417,3974899.8,11900000.0,11900000,0,11900000,3
1203580,-1,256,0.515240359,0.0,3.091442154,2587789.0,7761361.0,7761361,0,7761361,3
1061103,229,8192,6.462818597,7025604.5,9397.746092,176835.72,0.0,0,3,0,3
1147821,229,8192,4.863101005,3625073.8,6285.828221,231333.88,0.0,0,3,0,3
1043917,229,8192,86.2636,7025604.5,125438.0573,13248.429,0.0,0,161,0,3
1111242,229,256,0.171477988,3257660.2,142.8534123,6280241.0,39900000.0,73600000,3,6130596,3
1058085,229,8192,11.3115774,7025604.5,16448.44749,101034.29,0.0,0,191,0,3
1034816,-1,256,0.454971318,0.0,2.729827908,2930587.8,8790771.0,8790771,0,8790771,3
1120756,229,256,0.16767891,3257660.2,139.6885094,6422531.5,80200000.0,80200000,45,80200000,3
1058799,-1,256,0.661062618,0.0,3.966375711,2016954.6,6049866.0,6049866,0,6049866,3
1094865,229,8192,115.0331953,9696701.0,191070.1374,10142.0,0.0,0,312,0,3
1047978,-1,256,0.640950617,0.0,3.845703702,1950228.2,7797920.0,7797920,0,7797920,3
1172323,229,256,0.141340937,2057995.9,117.6865215,7619329.0,49100000.0,85900000,16,12200000,3
1204112,229,8192,12.28684518,16800000.0,20418.98142,94952.5,0.0,0,6,0,3
1075853,229,8192,7.475489738,2157535.8,8691.751918,148633.89,0.0,0,15,0,3
1200265,229,8192,4.328915315,6085838.0,6291.537295,264005.44,0.0,0,179,0,3
1081948,229,256,0.165629873,5773033.5,148.5954772,6540688.0,39200000.0,70300000,2,8085107,3
1172428,229,8192,239.8944464,4456113.0,348656.5911,4764.0,0.0,0,190,0,3
1041648,-1,256,0.868074206,0.0,5.208445234,1535967.0,0.0,0,0,0,3
1128734,229,8192,24.10484921,16800000.0,40058.81583,48399.668,0.0,0,6,0,3
1207501,-1,256,0.726509056,0.0,4.359054337,1651734.4,8257672.0,8257672,0,8257672,3
1072580,229,8192,17.40536317,4572451.5,22497.39887,64635.25,0.0,0,3,0,3
1077157,229,8192,3.812964296,16800000.0,6336.601952,305973.66,0.0,0,5,0,3
1204520,229,8192,6.676235938,4627607.0,8629.405852,168508.12,0.0,0,38,0,3
1081292,229,8192,527.4261603,7087654.5,766943.5654,2166.8572,0.0,0,3,0,3
1155256,229,256,0.126514851,6192667.5,122.8986345,8622775.0,47400000.0,85900000,191,8842227,3
1075858,-1,256,0.454004518,0.0,2.724027111,2936828.2,8809755.0,8809755,0,8809755,3
1170550,-1,256,0.415361324,0.0,2.492167947,3009428.0,12000000.0,12000000,0,12000000,3
1071404,229,8192,42.99801254,2706820.5,55548.65464,26164.0,0.0,0,15,0,3
1202444,229,8192,4.797454151,3625073.8,6200.976015,234499.38,0.0,0,3,0,3
1203802,-1,256,1.917942738,0.0,11.50765643,651740.0,0.0,0,0,0,3
1034097,-1,256,0.489969288,0.0,2.939815725,2721259.0,8163127.0,8163127,0,8163127,3
1165797,-1,256,0.528443079,0.0,3.170658473,2365439.2,9459812.0,9459812,0,9459812,3
1042475,229,256,0.168048403,10300000.0,163.3290433,6491636.0,69200000.0,69200000,5,69200000,3
1175785,-1,256,0.63769052,0.0,3.826143118,1960198.5,7839796.0,7839796,0,7839796,3
1084609,229,8192,14.2551675,12600000.0,23677.83321,81841.664,0.0,0,195,0,3
1139940,229,8192,123.755569,2706820.5,159878.4445,9090.5,0.0,0,13,0,3
1034257,-1,256,0.460426037,0.0,2.762556221,2895868.8,8686958.0,8686958,0,8686958,3
1138583,229,8192,4.231378102,3923213.0,6149.779149,270091.0,0.0,0,193,0,3
1086281,229,8192,88.45556582,4544874.0,114333.733,12718.25,0.0,0,4,0,3
1174805,-1,256,1.333342933,0.0,8.0000576,937493.25,0.0,0,0,0,3
1154755,229,256,0.125137144,10300000.0,121.6228757,8717708.0,47000000.0,83500000,7,10600000,3
1061019,229,8192,6.552987928,9696701.0,10884.51295,178035.83,0.0,0,379,0,3
1144003,-1,256,1.733027766,0.0,10.3981666,721281.0,0.0,0,0,0,3
1072739,229,8192,15.35181564,11400000.0,22323.45892,74444.43,0.0,0,2,0,3
1059456,229,8192,4.823896758,16800000.0,8016.627283,241851.5,0.0,0,16,0,3
1193511,229,8192,9.88579087,16800000.0,16428.77217,118014.5,0.0,0,4,0,3
1081214,229,8192,540.6240346,9696701.0,897976.5215,2158.0,0.0,0,669,0,3
1052679,229,8192,364.1281731,7834158.0,604816.8955,3204.0,0.0,0,189,0,3
1039080,-1,256,0.595603966,0.0,3.573623797,2098710.0,8393779.0,8393779,0,8393779,3
1179468,-1,256,0.510015103,0.0,3.060090617,2614301.8,7841909.0,7841909,0,7841909,3
1086979,229,8192,8.28130679,3625073.8,10704.0491,135848.12,0.0,0,3,0,3
1183364,-1,256,0.858387887,0.0,5.150327325,1553299.4,0.0,0,0,0,3
1079950,229,8192,45.08450124,16800000.0,74924.00041,25877.334,0.0,0,5,0,3
1049330,-1,256,7.312734579,0.0,43.87640747,182330.33,0.0,0,0,0,3
1135371,-1,256,0.633168988,0.0,3.799013928,1974196.5,7890736.0,7890736,0,7890736,3
1192299,229,8192,6.236085734,11200000.0,9068.048168,183265.14,0.0,0,5,0,3
1114081,-1,256,0.665907643,0.0,3.995445858,2002279.6,6005845.0,6005845,0,6005845,3
1154853,229,256,0.147852425,2684753.0,123.1082652,7283770.0,47300000.0,87400000,46,7245796,3
1170900,-1,256,0.493595792,0.0,2.961574752,2532436.5,10100000.0,10100000,0,10100000,3
1080261,229,8192,4.250311468,11400000.0,6180.484164,268887.84,0.0,0,13,0,3
1122662,229,8192,28.16802225,4926963.0,40938.69934,40572.855,0.0,0,11,0,3
1067710,229,8192,6.075223416,4572451.5,7852.563778,185178.38,0.0,0,3,0,3
1070580,229,256,0.157325139,10300000.0,152.9069248,6934105.5,37800000.0,68000000,5,7694776,3
1183820,229,8192,9.433461668,4456113.0,13710.35735,121149.29,0.0,0,63,0,3
1181357,229,256,0.129124236,4134107.8,115.7847087,8389853.0,94200000.0,94200000,194,94200000,3
1078978,-1,256,0.411329495,0.0,2.46797697,3038926.2,12100000.0,12100000,0,12100000,3
1131752,229,8192,5.869552138,6523729.5,8535.062503,194709.42,0.0,0,2,0,3
1040402,229,8192,4.911769275,7087654.5,7142.326496,232677.28,0.0,0,3,0,3
1147977,-1,256,4.849637005,0.0,29.09782203,257751.25,0.0,0,0,0,3
1050442,-1,256,47.10149194,0.0,282.6089516,28307.666,0.0,0,0,0,3
1044165,229,8192,26.60342652,12600000.0,44188.29145,43854.0,0.0,0,195,0,3
1154834,229,8192,20.49647589,7025604.5,29804.438,55758.715,0.0,0,4,0,3
1145492,229,8192,9.394346482,4572451.5,12142.71474,119752.875,0.0,0,46,0,3
1172837,229,256,0.173677709,1045540.94,119.1531246,6117653.0,97000000.0,97000000,48,97000000,3
1090517,229,8192,3.879233907,16800000.0,6446.732577,300746.66,0.0,0,164,0,3
1081025,229,256,0.164319306,7431818.5,147.4196977,6592855.0,74500000.0,74500000,163,74500000,3
1138429,229,8192,12.66649403,4572451.5,16372.14722,88817.0,0.0,0,2,0,3
1172158,229,8192,133.4143702,3625073.8,172445.4854,8432.375,0.0,0,2,0,3
645229,0,229,13157.89474,65.333336,61403.50877,114.0,0.0,0,0,0,1
654402,227,29200,2.473999043,160.72333,30.51265487,421777.97,0.0,0,3,0,1
644812,0,229,12605.04202,65.333336,58823.52941,119.0,0.0,0,0,0,1
679617,0,229,8902.077151,65.333336,41543.02671,168.5,0.0,0,0,0,1
646971,227,29200,2.68180426,164.24333,33.29906956,389095.6,0.0,0,3,0,1
671033,227,29200,2.53427876,161.97333,31.25610471,411745.66,0.0,0,3,0,1
796693,247,29200,4.624961844,35419.69,407.0822897,220297.58,0.0,0,4,0,1
673539,227,29200,2.491234488,157.49,30.20621816,418859.9,0.0,0,1,0,1
519348,256,237,30769.23077,0.0,184615.3846,65.0,0.0,0,0,0,1
693271,0,229,11194.02985,65.333336,52238.80597,134.0,0.0,0,0,0,1
688541,227,29200,2.598494021,160.72333,32.04809293,401570.4,0.0,0,3,0,1
686611,227,29200,2.555617151,165.95667,32.05169843,408307.75,0.0,0,3,0,1
681241,227,29200,3.043139932,157.24,36.89807168,342895.25,0.0,0,3,0,1
920596,247,29200,4.439193725,35944.473,398.1035429,229598.17,0.0,0,3,0,1
632087,0,8192,5.955151752,10.285714,17.86545526,201506.2,0.0,0,494240,0,1
555853,256,237,25316.4557,0.0,151898.7342,79.0,0.0,0,0,0,1
800378,257,29200,3.996933843,34929.41,346.5705,254824.97,0.0,0,13,0,1
794766,247,29200,4.457171043,35419.69,392.313592,228590.72,0.0,0,4,0,1
632140,0,8192,6.0167265,10.285714,18.0501795,199444.0,0.0,0,497391,0,1
681235,0,229,13698.63014,65.333336,63926.94064,109.5,0.0,0,0,0,1
630140,0,8192,6.043233291,10.285714,18.12969987,198569.2,0.0,0,492234,0,1
790271,247,29200,4.536218682,35419.69,399.2712481,224607.33,0.0,0,3,0,1
655020,227,29200,2.73189273,157.64333,33.23802822,381961.66,0.0,0,3,0,1
911471,247,29200,4.549050175,34909.06,393.1206451,223896.97,0.0,0,3,0,1
564900,237,8192,111.9391051,5668.2856,5437.042249,10422.333,0.0,0,650,0,1
633633,0,8192,6.017082497,10.285714,18.05124749,199432.2,0.0,0,497450,0,1
657742,227,29200,2.584396148,159.35667,31.65885282,403760.97,0.0,0,3,0,1
648079,227,29200,2.518383148,155.42667,30.22059777,414344.53,0.0,0,3,0,1
656617,0,229,11583.01158,65.333336,54054.05405,129.5,0.0,0,0,0,1
967442,247,29200,4.501476976,34909.06,389.0094557,226263.19,0.0,0,3,0,1
662394,227,29200,2.626897482,163.57666,32.6173104,397228.4,0.0,0,4,0,1
1003808,247,29200,5.323518701,65537.76,685.362703,190735.61,0.0,0,1,0,1
813665,247,29200,4.51750375,35944.473,405.1263269,225618.14,0.0,0,4,0,1
658131,0,229,12295.08197,65.333336,57377.04918,122.0,0.0,0,0,0,1
655554,227,29200,2.878549326,164.58333,35.98186658,362501.44,0.0,0,3,0,1
687730,227,29200,2.737661843,157.57333,33.19414984,381156.75,0.0,0,3,0,1
562018,237,8192,45.88676167,4712.5444,1830.371938,24516.875,0.0,0,239,0,1
672911,227,29200,2.943711453,162.02667,36.42842924,354477.1,0.0,0,3,0,1
681562,227,29200,2.618933976,159.83333,32.19106346,398436.25,0.0,0,3,0,1
904239,247,29200,3.94041711,37608.96,374.5760505,258959.42,0.0,0,46,0,1
664994,227,29200,2.505644225,156.74,30.38093622,416451.1,0.0,0,3,0,1
682569,227,29200,2.803182921,171.55667,35.50698366,372247.66,0.0,0,3,0,1
651357,227,29200,3.013614758,164.25,37.67018448,346254.7,0.0,0,3,0,1
674689,227,29200,2.557546937,159.35667,31.32994998,407999.66,0.0,0,3,0,1
965406,247,29200,4.06270476,37608.96,386.2007145,251164.73,0.0,0,4,0,1
672805,227,29200,2.78420788,161.22333,34.33856385,374784.6,0.0,0,3,0,1
671295,227,29200,2.605841972,155.09334,31.27010366,400438.03,0.0,0,3,0,1
814130,247,29200,4.482645607,35944.473,402.0002749,227372.6,0.0,0,3,0,1
1003675,257,29200,4.823998981,34432.906,410.815199,211065.92,0.0,0,3,0,1
954363,247,29200,3.916606978,37608.96,372.3126593,260533.72,0.0,0,3,0,1
672991,227,29200,2.901030966,165.0,36.26288707,359692.22,0.0,0,3,0,1
661138,0,229,7853.403141,65.333336,36649.21466,191.0,0.0,0,0,0,1
982479,247,29200,3.733050805,35944.473,334.7771788,273028.9,0.0,0,4,0,1
930345,247,29200,4.070021539,34909.06,351.7238613,250248.92,0.0,0,4,0,1
660204,227,29200,2.547078501,151.89333,30.03430066,409676.53,0.0,0,4,0,1
686566,227,29200,2.413890006,167.19333,30.47536132,432280.78,0.0,0,3,0,1
649413,227,29200,2.785170083,156.33333,33.65413851,374655.12,0.0,0,49,0,1
676870,227,29200,2.44916003,155.01,29.28787202,426055.56,0.0,0,3,0,1
780042,247,29200,4.194909422,35944.473,376.196311,242968.48,0.0,0,18,0,1
655903,0,229,11627.90698,65.333336,54263.56589,129.0,0.0,0,0,0,1
599194,0,8192,6.020910623,10.285714,18.06273187,199305.4,0.0,0,496986,0,1
692556,227,29200,2.631561923,160.89,32.45593038,396524.3,0.0,0,3,0,1
881533,247,29200,4.905832544,35944.473,439.9513601,207758.98,0.0,0,13,0,1
654343,227,29200,2.670170227,170.02667,33.71089911,390790.9,0.0,0,3,0,1
541290,256,1164,44444.44444,0.0,266666.6667,45.0,0.0,0,0,0,1
682476,227,29200,2.739691938,166.37334,34.36030305,380874.3,0.0,0,3,0,1
651393,0,229,12195.12195,65.333336,56910.56911,123.0,0.0,0,0,0,1
633020,0,8192,5.829311918,10.285714,17.48793575,205856.2,0.0,0,513024,0,1
692687,227,29200,2.792619711,153.75667,33.27871822,373655.7,0.0,0,3,0,1
668844,227,29200,2.794115593,158.81,33.99507304,373455.66,0.0,0,1,0,1
918827,247,259,2000000.0,0.0,0.0,1.0,0.0,0,0,0,1
679724,0,229,12931.03448,65.333336,60344.82759,116.0,0.0,0,0,0,1
1016691,247,29200,4.028659149,34909.06,348.1493988,252818.23,0.0,0,3,0,1
781704,247,29200,4.035860751,34909.06,348.7717482,252367.11,0.0,0,3,0,1
894986,247,29200,4.794884781,35944.473,430.0016484,212566.27,0.0,0,3,0,1
689315,227,29200,2.733913963,152.57333,32.35131523,381679.25,0.0,0,2,0,1
666663,227,29200,2.685316788,156.90666,32.55946606,388586.66,0.0,0,3,0,1
673483,0,229,13698.63014,65.333336,63926.94064,109.5,0.0,0,0,0,1
558910,237,8192,61.60887168,5668.2856,2992.43091,18936.666,0.0,0,586,0,1
649841,0,229,13636.36364,65.333336,63636.36364,110.0,0.0,0,0,0,1
631519,0,8192,6.021236903,10.285714,18.06371071,199294.6,0.0,0,496618,0,1
786784,247,29200,4.693564558,35419.69,413.120599,217077.64,0.0,0,3,0,1
928391,247,29200,3.7064451,37608.96,352.3346712,275306.44,0.0,0,4,0,1
665260,227,29200,2.64606791,162.41,32.85534322,394350.53,0.0,0,3,0,1
943787,247,29200,4.306762789,37608.96,409.4008707,236931.6,0.0,0,42,0,1
651524,0,229,13043.47826,65.333336,60869.56522,115.0,0.0,0,0,0,1
778758,247,29200,4.537240817,35944.473,406.8963321,224636.69,0.0,0,4,0,1
688421,227,29200,2.646139387,171.83333,33.62802138,394339.88,0.0,0,3,0,1
666814,227,29200,2.741121934,154.09334,32.7792498,380675.6,0.0,0,3,0,1
798391,247,29200,4.960781744,35944.473,444.8791628,205457.69,0.0,0,3,0,1
564269,237,8192,87.62486543,5843.4287,4306.136244,13314.333,0.0,0,583,0,1
679997,227,29200,3.118203696,156.00667,37.54836951,334640.8,0.0,0,3,0,1
689987,227,29200,2.797069464,159.35667,34.26410093,373061.25,0.0,0,1,0,1
653343,227,29200,2.696150268,153.59,32.12912403,387025.25,0.0,0,3,0,1
681079,227,29200,2.518232,158.79333,30.74341566,414369.4,0.0,0,4,0,1
691538,0,229,10830.32491,65.333336,50541.51625,138.5,0.0,0,0,0,1
786730,257,29200,4.57099498,34432.906,389.2691975,222748.4,0.0,0,4,0,1
563990,256,1164,11695.90643,0.0,70175.4386,171.0,0.0,0,0,0,1
685394,0,229,20833.33333,58.8,72916.66667,64.0,0.0,0,3,0,1
787575,247,29200,4.384504862,35944.473,393.199087,232462.0,0.0,0,3,0,1
679452,227,29200,2.663617712,162.57666,33.07325326,391752.25,0.0,0,3,0,1
564312,237,8192,77.64405746,5711.6963,3782.374799,15025.833,0.0,0,581,0,1
800490,247,29200,4.477671116,34909.06,386.9521966,227466.12,0.0,0,3,0,1
932522,247,29200,4.080278321,35944.473,365.9162804,249794.42,0.0,0,4,0,1
948028,247,29200,4.477853929,35944.473,401.5705608,227615.9,0.0,0,4,0,1
549531,237,8192,98.61099372,5755.357,4817.851407,11831.0,0.0,0,617,0,1
628559,0,8192,6.037626488,10.285714,18.11287946,198753.6,0.0,0,493122,0,1
1013715,247,29200,4.767506158,64796.1,604.6194004,212931.34,0.0,0,3,0,1
654849,0,229,13215.85903,65.333336,61674.00881,113.5,0.0,0,0,0,1
552415,237,8192,106.9486036,5711.6963,5209.92483,10908.667,0.0,0,590,0,1
685846,227,29200,2.789898336,159.91667,34.29250038,374020.2,0.0,0,3,0,1
975922,257,29200,4.854552123,35963.69,436.8180957,209953.61,0.0,0,4,0,1
673235,0,229,13698.63014,65.333336,63926.94064,109.5,0.0,0,0,0,1
943498,247,29200,4.621132989,35419.69,406.7452796,220480.11,0.0,0,16,0,1
664124,227,29200,2.782671608,153.33333,33.04422535,374991.53,0.0,0,3,0,1
994205,247,29200,4.451441645,28816.98,344.6594156,227999.25,0.0,0,3,0,1
777793,257,29200,5.680985792,55147.95,652.9690639,181526.6,0.0,0,18,0,1
674529,227,29200,2.831803609,153.16667,33.62766785,368485.4,0.0,0,3,0,1
661701,0,229,13333.33333,65.333336,62222.22222,112.5,0.0,0,0,0,1
680000,0,229,14423.07692,65.333336,67307.69231,104.0,0.0,0,0,0,1
681760,227,29200,2.533530752,156.25,30.61349658,411867.22,0.0,0,3,0,1
681762,227,29200,2.532304022,170.58333,32.18136361,412066.75,0.0,0,3,0,1
666904,0,229,13761.46789,65.333336,64220.18349,109.0,0.0,0,0,0,1
815488,247,29200,3.958444566,37608.96,376.2897404,257780.08,0.0,0,4,0,1
671642,227,29200,2.413831253,156.08333,29.16712764,432291.3,0.0,0,3,0,1
649582,227,29200,2.764426621,167.91,34.78570165,377466.44,0.0,0,3,0,1
795954,247,29200,4.146179514,34909.06,358.3052951,245652.3,0.0,0,4,0,1
669715,227,29200,2.824058009,159.69,34.59471061,369496.03,0.0,0,3,0,1
662251,227,29200,2.622626359,159.85667,32.1271729,397875.3,0.0,0,3,0,1
661106,227,29200,2.622776541,154.59334,31.36403614,397852.53,0.0,0,4,0,1
793374,247,29200,3.823477958,35944.473,342.8866176,266571.62,0.0,0,3,0,1
789507,247,29200,4.455332268,35944.473,399.5508353,228766.5,0.0,0,18,0,1
684611,0,229,14084.50704,65.333336,65727.69953,106.5,0.0,0,0,0,1
544365,237,8192,109.1192518,5711.6963,5315.666407,10691.667,0.0,0,613,0,1
582928,0,8192,5.854321074,10.285714,17.56296322,204976.8,0.0,0,509427,0,1
646980,227,29200,2.546187037,161.52667,31.50906458,409819.97,0.0,0,3,0,1
557922,237,8192,73.49235679,5668.2856,3569.628759,15874.667,0.0,0,653,0,1
675245,227,29200,2.663181745,164.37334,33.17880591,391816.4,0.0,0,3,0,1
692347,0,229,12875.53648,65.333336,60085.83691,116.5,0.0,0,0,0,1
793902,247,29200,4.399266103,35944.473,394.5228639,231682.0,0.0,0,4,0,1
574167,0,8192,5.937760396,10.285714,17.81328119,202096.4,0.0,0,500267,0,1
666848,227,29200,2.991259167,160.66667,36.76756059,348842.47,0.0,0,3,0,1
962110,247,29200,3.97257305,36483.914,363.1084559,256661.83,0.0,0,3,0,1
652209,227,29200,2.722487337,159.77333,33.35046988,383281.22,0.0,0,3,0,1
647908,227,29200,2.715134533,166.87334,33.82605106,384319.2,0.0,0,4,0,1
681336,227,29200,2.67809529,156.34,32.24873078,389634.47,0.0,0,3,0,1
664887,0,229,13698.63014,65.333336,63926.94064,109.5,0.0,0,0,0,1
657660,227,29200,2.586371889,161.22333,31.89858663,403452.53,0.0,0,3,0,1
927422,247,29200,3.736514732,37608.96,355.1930904,273090.9,0.0,0,3,0,1
661831,0,229,13574.66063,65.333336,63348.41629,110.5,0.0,0,0,0,1
669108,227,29200,2.848478396,166.54,35.72466655,366328.3,0.0,0,3,0,1
606405,0,8192,5.982978426,10.285714,17.94893528,200569.0,0.0,0,501107,0,1
657543,0,229,11952.19124,65.333336,55776.89243,125.5,0.0,0,0,0,1
685491,0,229,14563.1068,65.333336,67961.16505,103.0,0.0,0,0,0,1
685851,0,229,11320.75472,65.333336,52830.18868,132.5,0.0,0,0,0,1
675522,227,29200,2.533128037,163.52667,31.34745946,411932.7,0.0,0,3,0,1
563101,237,8192,104.1201844,5711.6963,5072.140414,11205.0,0.0,0,620,0,1
958209,247,29200,4.135815822,35944.473,370.8968415,246440.08,0.0,0,3,0,1
575051,0,8192,5.827936017,10.285714,17.48380805,205904.8,0.0,0,513153,0,1
807804,247,29200,4.396896024,35944.473,394.310317,231806.89,0.0,0,3,0,1
791377,247,29200,3.662168303,34909.06,316.4779263,278118.97,0.0,0,3,0,1
