Init Bwd Win Bytes,Init Fwd Win Bytes,Flow Packets/s,Packet Length Variance,Flow Bytes/s,Flow IAT Mean,Idle Mean,Idle Max,Bwd IAT Min,Idle Min,Label
28960,29200,0.7771666078769981,0,0,1715633.7892447482,0,0,0,0,6
1150,29200,4.507052311,597190.06,3415.919904,222599.58,0,0,4,0,6
227,29200,818.7772926,57.142857,2729.257642,1465.6,0,0,6223,0,5
28960,29200,0.6916090227913859,0,0,1927873.9375334992,0,0,0,0,6
28960,29200,0.666629113,0,0,2000112.6,0,0,0,0,2
-1,256,0.833488501,0,5.000931007,1499720.8,5998881,5998881,0,5998881,3
236,29200,0.904165468,48902,109.1779802,1263991.1,0,0,3329,0,2
28960,29200,0.7437131902499418,0,0,1792805.8824885888,0,0,0,0,6
-1,256,0.800272989,0,4.801637935,1561967,6242625,6242625,0,6242625,3
-1,-1,176.4489570136505,220.3914873707513,9261.206053257782,7351.301987577655,0,0,3,0,0
28960,29200,4454.342984,0,0,299.33334,0,0,0,0,5
78,514,13786.926078980807,45.386837948346475,69100.05706345965,123.06594351104455,0,0,0,0,1
236,29200,1.6369927551429873,360236.8587747253,476.6054313984799,695149.2542364248,0,0,878,0,6
28960,29200,0.710434777,0,0,1876785,0,0,0,0,2
28960,29200,0.667418959,0,0,1997745.6,0,0,0,0,6
28960,29200,0.713009682,0,0,1870007.4,0,0,0,0,6
28960,29200,0.73703482,0,0,1809050.6,0,0,0,0,2
28960,29200,0.7515606042439591,0,0,1774086.5540375747,0,0,0,0,6
235,274,0.164798804,4422605.5,140.3261813,6534775,84800000,84800000,65,84800000,4
-1,256,0.5602119849866805,0,3.361271909681107,2380818.741986626,7142218.855928579,7142218,0,7142218,3
0,229,10994.605933489644,65.333336,51308.16103664829,136.4323348010426,0,0,0,0,1
28960,29200,0.670224778,0,0,1989382.4,0,0,0,0,2
235,251,0.1759667710316857,2237581.072654274,140.44942417740262,6088819.168027536,85110104.58110106,85110104,35,85110104,4
28960,29200,4962.779156,0,0,268.66666,0,0,0,0,5
0,1024,68965.51724,5.3333335,275862.069,29,0,0,0,0,5
0,8192,5.832971323216267,10.285714,17.498913971839375,205727.58367646678,0,0,512434,0,1
235,0,0.142618788,2939811.5,141.7393053,7649126,84000000,84000000,32,84000000,4
-1,-1,85.39722888212168,1398.9484828218021,6334.144532546446,23419.964284990787,0,0,0,0,0
1174,1444,25974.02597,0,0,77,0,0,0,0,2
0,29200,13071.89542,12,39215.68627,153,0,0,0,0,5
247,29200,4.230641145,35944.473,379.4007049,240916.39,0,0,4,0,1
1013,8192,1617.419788,1487436.6,1621832.044,618.7882,0,0,0,0,0
229,8192,36.83320862343666,4572451.5,47608.96843062028,31190.665135179785,0,0,12,0,3
235,274,0.1578832692912011,3038572.799562683,145.18901315464151,6861638.458801292,82188574.8947237,82188574,9,82188574,4
0,64240,20618.5567,12,61855.6701,97,0,0,0,0,5
229,256,0.19040330304951233,2237121.0897312197,158.56349038330845,5658490.719996153,36784432.249135084,66036069,33,7437694,3
296,16226,124.2133157,0,745.279894,12076,0,0,0,0,0
235,251,0.1723735,2253388.5,121.3813631,6163940.5,98500000,98500000,46,98500000,4
235,0,0.155450168,2773737.8,143.3250547,6969007,83500000,83500000,45,83500000,4
0,8192,6.041851370315883,10.285714,18.125554108097067,198614.6610390552,0,0,492332,0,1
28960,29200,0.7474834892145834,0,0,1783762.946898297,0,0,0,0,6
-1,-1,83.51079377,0,4008.518101,23949,0,0,0,0,0
28960,29200,0.7380563523970696,0,0,1806546.817090931,0,0,0,0,6
235,0,0.119927877,4638204.5,123.1559353,9096376,99700000,99700000,86,99700000,4
28960,29200,0.7822085325111583,0,0,1704575.3536338818,0,0,0,0,6
4017,314,1.038442110992303,202966.14916869716,186.84539848462947,972509.9005031927,9789688.56013165,9802698,12,9743894,0
227,29200,2.400239544,153.16667,28.50284458,434739.22,0,0,3,0,1
227,29200,2.852348196,157.56,34.70356971,365831.3,0,0,3,0,1
28960,29200,0.797097926,0,0,1672734.6,0,0,0,0,2
-1,-1,18529.987916396833,1077.6892297176082,1164860.456987932,74.00812990039265,0,0,4,0,0
0,29200,0.043467383,10.8,0.130402148,30700000,92000000,92000000,92000000,92000000,5
-1,-1,127.2871917,8978.7,15974.54256,10475,0,0,3,0,0
235,29200,1308.686406,4335.4443,48257.81122,873.2857,0,0,867,0,5
235,251,0.11640945811198966,5039565.102282084,121.1491753409304,9431028.749049835,98447106.28659728,98447106,90,98447106,4
28960,29200,0.6842591558394319,0,0,1948579.4743048155,0,0,0,0,6
28960,29200,0.7303893737148428,0,0,1825510.3167988234,0,0,0,0,6
227,29200,593.4131144,240.14285,4054.989615,2022.2,0,0,8661,0,5
1174,29200,9.301527969383619,130139.77322360792,3519.2415061452452,107860.55500441347,0,0,3,0,2
380,65535,47.51786392491421,265593.74659663625,15672.586170627583,22042.747561004977,0,0,37,0,0
227,29200,2.5020981725007476,158.48469865904661,30.48091790947638,417041.43447074067,0,0,3,0,1
22147,8192,1.5157615871769925,65871.80457577393,186.1321177793197,722489.1019129786,0,0,225,0,0
229,256,0.168048403,10300000,163.3290433,6491636,69200000,69200000,5,69200000,3
0,1024,13513.51351,5.3333335,54054.05405,148,0,0,0,0,5
28960,29200,0.7512544436837514,0,0,1774809.3098368868,0,0,0,0,6
28960,29200,0.7312386729396722,0,0,1823390.1612913052,0,0,0,0,6
28960,29200,0.681043379,0,0,1957780.4,0,0,0,0,2
227,29200,0.544988828,46.285713,1.634966483,2201880,6004923,6004923,6005541,6004923,5
28960,29200,0.759998108,0,0,1754390.4,0,0,0,0,6
28960,29200,0.7543593807651018,0,0,1767504.1327586495,0,0,0,0,6
28960,29200,0.788861279,0,0,1690200,0,0,0,0,2
28960,29200,0.6687006673332236,0,0,1993916.5700506964,0,0,0,0,6
-1,-1,0.03549745182513903,1541.8631842876543,2.7468470707331227,37655210.590396926,113156752.63026024,113156753,113165937,113156753,0
-1,-1,23121.38728,76.8,924855.4913,57.666668,0,0,4,0,0
1450,567,0.2298429058241769,20873.909074387637,35.69648900071396,4753489.637540766,57216285.27856613,57216285,27,57216285,0
235,10,0.1402219876849776,2924679.17236556,139.95365927707056,7779871.883626072,85403707.31247625,85403707,53,85403707,4
28960,29200,0.6974289455244331,0,0,1911783.7040321624,0,0,0,0,6
28960,29200,0.6680843390476273,0,0,1995755.9762413679,0,0,0,0,2
227,29200,2.684020349,159.19,32.87924928,388774.34,0,0,0,0,1
1149,29200,4.579033500441092,594416.0656096472,3460.51037528173,219105.5560468917,0,0,4,0,6
767,29200,0.46523175881149026,160523.73333701765,78.61417886579304,2238523.0541069806,10000000,10000000,47,9997170,0
28960,29200,0.744920261898756,0,0,1789900.746540069,0,0,0,0,6
-1,-1,90.12798173,1037.1428,5497.806886,13314.4,0,0,4,0,0
247,29200,4.393244187067828,35944.473,393.9828230399399,231999.61435728718,0,0,3,0,1
-1,251,1963.864886,0,0,636.5,0,0,0,0,5
227,29200,2.7925784305889776,153.4480176183899,33.21991474518164,373661.2231502681,0,0,3,0,1
-1,258,14736.64820742077,0,0,154.6753817011326,0,0,0,0,4
28960,29200,0.704201672,0,0,1893397,0,0,0,0,6
28960,29200,0.7965777759635144,0,0,1673826.9886628594,0,0,0,0,6
229,8192,105.68759380663985,4572451.5,136607.08644555337,10697.724076047904,0,0,46,0,3
28960,29200,0.7567505545808194,0,0,1761919.1857190856,0,0,0,0,6
229,256,0.158145343,7317264.5,141.8807031,6850238.5,40200000,71100000,144,9390752,3
28960,29200,0.762228963,0,0,1749255.6,0,0,0,0,2
102,8192,0.643251978,76819.336,153.611369,1589147.4,9994580,10000000,346,9950630,0
235,237,26690.352111574837,0,0,74.9351611030405,0,0,0,0,2
235,237,22618.351026611508,0,0,88.48480731183211,0,0,0,0,2
-1,-1,23952.09581,0,574850.2994,55.666668,0,0,1,0,0
227,29200,2.626019677880183,163.7988724829683,32.74132492474214,397361.17174597207,0,0,3,0,1
28960,29200,0.725416847,0,0,1838023.6,0,0,0,0,6
0,229,11320.75472,65.333336,52830.18868,132.5,0,0,0,0,1
28960,29200,0.7019752,0,0,1899402.4,0,0,0,0,2
-1,-1,104.91402369374244,1071.827658217973,6893.401569209045,12464.80394931475,0,0,2,0,0
229,8192,245.2663593,3010175.8,285171.1959,4530.222,0,0,44,0,3
28960,29200,0.710721951,0,0,1876026.6,0,0,0,0,2
247,29200,4.48256994390796,35944.473,401.9934894514456,227376.4321574962,0,0,3,0,1
0,29200,0.217487342,10.8,0.652462025,6130625,18400000,18400000,18400000,18400000,5
-1,256,0.40488900732336763,0,2.4293340459402057,3293211.8084211545,9878980.498274371,9878980,0,9878980,3
257,29200,4.120677842,37626.016,393.0302525,247631.14,0,0,4,0,1
-1,-1,25000,76.8,1300000,53.333332,0,0,49,0,0
229,256,0.182757744,2380238.8,152.1719302,5892626,38300000,70100000,156,6520858,3
-1,-1,20152.8622633469,1616.427735857913,1589829.113018184,66.70142363928224,0,0,29,0,0
229,8192,72.41916211,11200000,105306.5141,15781.143,0,0,5,0,3
-1,256,1.400592787,0,8.403556721,892479.25,0,0,0,0,3
-1,-1,65.43801347663832,3890.4551336218374,6278.589291493425,20379.70348392561,0,0,133,0,0
28960,29200,0.73150428,0,0,1822728,0,0,0,0,2
-1,-1,16283.07720531135,407.6389701830817,776107.6884058154,82.79431416132135,0,0,34,0,0
229,256,0.135246414,7317264.5,121.3368405,8010070.5,93600000,93600000,5,93600000,3
28960,29200,0.742679547,0,0,1795301,0,0,0,0,2
28960,29200,0.676713951,0,0,1970305.6,0,0,0,0,2
0,29200,0.108672807,10.8,0.326018422,12300000,36800000,36800000,36800000,36800000,5
-1,-1,10.73680949053691,3580.6783749392453,1065.2033633891162,174129.35339524306,0,0,0,0,0
28960,29200,9195.402299,0,0,145,0,0,0,0,5
229,8192,7.863260153,7763243.5,13060.87511,148369.33,0,0,160,0,3
-1,256,0.989856544,0,5.939139264,1262809.2,5049264,5049264,0,5049264,3
235,274,0.141262756,5040362.5,140.1208816,7722553,84800000,84800000,87,84800000,4
235,251,0.12278881319124398,10300000,122.7976448263899,8884495.866270281,97712685.61630385,97712685,5,97712685,4
28960,29200,0.7037372931525746,0,0,1894646.407224188,0,0,0,0,2
-1,-1,65.05334374,5227.2,7220.921155,20496,0,0,4,0,0
0,1024,76923.07692,5.3333335,307692.3077,26,0,0,0,0,5
229,8192,113.6473006314584,7763243.5,188768.1662796215,10284.817317138644,0,0,181,0,3
28960,29200,0.792797907,0,0,1681807.4,0,0,0,0,2
235,273,0.13970188875642486,1992010.6379209936,123.68530940573683,7708724.779517947,99896038.11746517,99896038,16,99896038,4
229,8192,11.0524258,7025604.5,16071.60867,103403.29,0,0,3,0,3
235,251,0.152300108,3327380.5,121.7385528,7034982.5,98500000,98500000,70,98500000,4
-1,-1,130.7873398,1116.3,8566.570756,10194.667,0,0,4,0,0
-1,256,0.621538342,0,3.729230053,2011139,8042569,8042569,0,8042569,3
-1,256,0.751333655,0,4.508001929,1663708.2,6653073,6653073,0,6653073,3
131,138,7357.525210320662,0,44145.1512586226,249.3916067434552,0,0,0,0,0
235,0,0.14097724,3635466.5,140.7892702,7738193,85000000,85000000,84,85000000,4
28960,29200,0.7450235510426244,0,0,1789652.6670207733,0,0,0,0,6
257,259,20377.49331526622,0,0,98.4019957623068,0,0,0,0,1
235,251,0.139810173,2329539.8,118.888579,7702752,100000000,100000000,68,100000000,4
28960,29200,0.7487113902392751,0,0,1780837.6358603938,0,0,0,0,2
235,0,0.129515017,2748716.8,140.1705708,8493224,84800000,84800000,47,84800000,4
255,232,29850.74627,0,0,67,0,0,0,0,0
229,8192,7.032334675,16800000,11686.73561,165900.33,0,0,4,0,3
227,29200,2.681289226,157.42667,32.17547072,389170.34,0,0,4,0,1
235,0,0.140226002,2937484.2,139.9689212,7779649,85400000,85400000,53,85400000,4
65535,349,9965.665311555951,0,0,200.7350587841093,0,0,0,0,0
235,0,0.144050382,2244837.2,143.3301306,7573108,83100000,83100000,47,83100000,4
29200,1024,6382.978723,4,21276.59574,235,0,0,0,0,5
28960,29200,0.7106221829019063,0,0,1876290.0783287983,0,0,0,0,2
229,8192,12.244654967027635,4572451.5,15826.896800230563,92029.57499311311,0,0,3,0,3
229,8192,8.352006790036873,7025604.5,12144.861876198007,137316.08069563378,0,0,110,0,3
236,237,31250,0,0,64,0,0,0,0,2
0,198,227.3883475938396,316.29148910082563,3917.967957146283,5790.57260458233,0,0,0,0,0
28960,29200,0.755340351,0,0,1765208.6,0,0,0,0,2
235,274,0.140756269,2031601.6,119.7936392,7650977.5,99300000,99300000,14,99300000,4
227,29200,1420.118343,57.142857,4733.727811,845,0,0,3313,0,5
-1,251,260.0915522,0,0,4806,0,0,0,0,5
28960,29200,6191.950464,0,0,215.33333,0,0,0,0,5
28960,29200,0.7667240331204439,0,0,1739000.3162156544,0,0,0,0,2
28960,29200,0.701499016,0,0,1900691.6,0,0,0,0,6
229,256,0.196556761,4152810.2,163.8300601,5478942,35000000,61700000,4,8249769,3
0,229,0.578698632,402197.16,116.1530827,2016017.6,12100000,12100000,2,12100000,0
-1,1439,5732.236777942492,0,0,349.09523100670384,0,0,0,0,6
0,1024,25974.02597,5.3333335,103896.1039,77,0,0,0,0,5
28960,29200,0.7951053599344516,0,0,1676926.6277165299,0,0,0,0,6
28960,29200,4166.666667,0,0,320,0,0,0,0,5
0,29200,0.072491116,10.8,0.217473349,18400000,55200000,55200000,55200000,55200000,5
28960,29200,0.6914326127558755,0,0,1928363.3224332237,0,0,0,0,2
-1,256,30.23728711,0,181.4237227,44095.668,0,0,0,0,3
364,972,41666.6666666667,0,0,48,0,0,0,0,0
247,29200,4.4362209169147775,35944.473,397.8369437785285,229752.03220078096,0,0,3,0,1
29200,1024,5802.70793,4,19342.35977,258.5,0,0,0,0,5
235,213,0.1505276862210048,2482358.1307516135,121.28819628070858,7117823.575461601,99470331.35980758,99470331,45,99470331,4
29200,1024,4379.562044,4,14598.54015,342.5,0,0,0,0,5
-1,-1,85.37776444920955,1386.763159371707,6393.459882996469,23425.318474498887,0,0,0,0,0
227,29200,2.752217985167639,160.7203675876688,33.88399437792767,379140.8350964063,0,0,3,0,1
28960,29200,0.677294662,0,0,1968616.4,0,0,0,0,2
28960,29200,0.787953763,0,0,1692146.6,0,0,0,0,2
28960,29200,0.724079405,0,0,1841418.6,0,0,0,0,6
247,29200,4.197405509141915,35836.451032273275,374.98116667006997,242806.77051983846,0,0,25,0,1
28960,29200,0.7954080587529465,0,0,1676288.465352714,0,0,0,0,6
229,8192,128.24083510102466,3923213,186382.02370294952,8923.663893909783,0,0,86,0,3
31,29200,2.36597701394182,185728,553.638621262385,483038.16,0,0,4573,0,0
28960,29200,0.6851896148670185,0,0,1945933.3639509135,0,0,0,0,2
0,1024,0.051922056,7.2,0.181727195,25700000,77000000,77000000,77000000,77000000,5
29200,1024,3937.007874,4,13123.35958,381,0,0,0,0,5
227,29200,2.847982525,154.67667,34.1757903,366392.1,0,0,3,0,1
0,229,14454.371696245278,65.333336,67453.73459764749,103.77542868530458,0,0,0,0,1
-1,256,0.495911888,0,2.97547133,2688649.8,8065383,8065383,0,8065383,3
229,256,1.443315758,10300000,1402.782641,755835.4,7091887,7091887,5,7091887,3
227,29200,0.544870741,46.285713,1.634612224,2202357.2,6005941,6005941,6006543,6005941,5
972,29200,0.470971281,616674.94,193.5523762,2161876.8,10200000,10200000,48,10200000,0
244,29200,2.190956608,115758.2,478.6244298,502063.8,0,0,934,0,2
235,0,371.69054295065524,6.404403811717543,1743.6580422623815,3442.886218741867,0,0,0,0,4
28960,29200,0.708806639,0,0,1881096,0,0,0,0,2
29200,1024,5736.137667,4,19120.45889,261.5,0,0,0,0,5
229,8192,287.3012833,3681776,371161.3356,3915.75,0,0,49,0,3
28960,29200,0.693639413,0,0,1922228.4,0,0,0,0,2
28960,29200,0.701925804,0,0,1899536,0,0,0,0,2
28960,29200,0.7087233430618144,0,0,1881317.0830704975,0,0,0,0,2
235,29200,48.44231059,4485215,64299.09359,23223.5,0,0,50,0,4
0,1024,20618.5567,5.3333335,82474.2268,97,0,0,0,0,5
-1,256,2.505060222,0,15.03036133,498990,0,0,0,0,3
0,229,13157.89474,65.333336,61403.50877,114,0,0,0,0,1
28960,29200,0.776676257,0,0,1716717,0,0,0,0,6
235,274,0.1208093389859995,6083646.605747312,120.88881239800132,9030008.484494707,99311621.41150366,99311621,187,99311621,4
227,29200,2.497912682,169.89,31.6402273,417740.1,0,0,3,0,1
28960,29200,0.73241508,0,0,1820461.4,0,0,0,0,6
229,8192,5.159861049865747,11200000,7503.082948576051,221514.1223815332,0,0,14,0,3
0,229,11194.02985,65.333336,52238.80597,134,0,0,0,0,1
227,29200,2.557546937,159.35667,31.32994998,407999.66,0,0,3,0,1
-1,-1,13957.612528385183,1062.8428668831218,1097941.6336625246,96.89154164714573,0,0,179,0,0
237,8192,56.84808484518743,5711.6963,2769.3138478463748,20522.89844542858,0,0,604,0,1
28960,29200,0.6842723339425419,0,0,1948541.9859245382,0,0,0,0,6
235,229,70.34080118,786457.8,34871.45219,18955.334,0,0,4,0,4
70,174,3185.837721188927,7.2,5708.098198145305,620.9173068455779,0,0,0,0,4
229,8192,132.6159442,16800000,220388.7542,8797.333,0,0,356,0,3
28960,29200,0.7556318833019032,0,0,1764527.5632664163,0,0,0,0,6
227,29200,2.6869319406703327,162.40350970288517,33.18738586397417,388353.13755061536,0,0,3,0,1
28960,29200,0.7534629188688675,0,0,1769607.2301836212,0,0,0,0,6
247,29200,4.15457789,35944.473,372.5794097,245327.16,0,0,3,0,1
28960,29200,0.790465562,0,0,1686769.6,0,0,0,0,2
229,8192,45.08450124,16800000,74924.00041,25877.334,0,0,5,0,3
28960,29200,0.736376483,0,0,1810668,0,0,0,0,2
-1,16273,37037.03704,0,0,54,0,0,0,0,0
28960,29200,0.688697052,0,0,1936023,0,0,0,0,2
247,29200,5.065346312,35944.473,454.2564344,201216.4,0,0,34,0,1
28960,29200,0.740348082,0,0,1800954.6,0,0,0,0,6
229,8192,5.935300701303875,11200000,8630.669131736782,194168.97058687604,0,0,43,0,3
-1,-1,53.342569084562754,714.9537298497029,3397.571143980802,25050.98603313529,0,0,3,0,0
178,7146,0.26260706717287086,16.23942139775812,0.06434011690773711,36364453.71462863,0,0,0,0,4
28960,29200,3988.035892,0,0,334.33334,0,0,0,0,5
28960,29200,0.678108504,0,0,1966253.6,0,0,0,0,2
28960,29200,0.674063048,0,0,1978054.4,0,0,0,0,2
236,29200,1.993390196366671,770151.0095611073,946.4700346021932,557397.7479981359,0,0,47,0,6
0,29200,20833.33333,12,62500,96,0,0,0,0,5
0,229,10837.426085924539,65.333336,50574.65507385142,138.43053597489273,0,0,0,0,1
229,8192,7.164378709,2706820.5,9255.58125,157026.88,0,0,16,0,3
28960,29200,0.7871476319166559,0,0,1693879.6346627998,0,0,0,0,6
972,29200,0.351740231,244359.14,54.15083757,2914082.2,10000000,10000000,193,10000000,0
86,29200,0.2965327828458017,24664.28370441861,14.836448006774596,3570680.130219651,10068384.389502324,10136768,3029,9998994,0
235,252,0.13330482890432696,2477416.550368642,122.77133384475329,8126738.046363645,97491985.56164128,97491985,48,97491985,4
29200,1024,5000,4,16666.66667,300,0,0,0,0,5
1144,29200,5.185416448,651099.06,3848.50972,193468.64,0,0,5,0,6
-1,116,5208.333333,0,31250,384,0,0,0,0,0
235,0,0.163090099,3229007,139.0576079,6603240,84800000,84800000,3,84800000,4
28960,29200,0.7802823200662705,0,0,1708783.3014273157,0,0,0,0,6
227,29200,1572.327044,57.142857,5241.090147,763.2,0,0,2665,0,5
28960,29200,0.7313932540379705,0,0,1823004.7620794235,0,0,0,0,6
247,29200,4.233623398989337,35944.473,379.6681511961315,240747.1576194007,0,0,3,0,1
28960,29200,0.764778728,0,0,1743423.6,0,0,0,0,6
0,1024,8510.638298,5.3333335,34042.55319,235,0,0,0,0,5
939,29200,0.259723626,109604.46,19.39269742,3983013.8,10200000,10200000,898,10000000,0
-1,-1,16531.174194698113,1051.8017022076845,1098798.0982274094,80.78026775192524,0,0,39,0,0
227,29200,0.544892365,46.285713,1.634677095,2202269.8,6007126,6007126,6007765,6007126,5
227,29200,455.338848,240.14285,3111.482128,2635.4,0,0,11571,0,5
229,256,0.1488592631688479,3325628.522415097,127.05253143668261,7260464.534457697,89731756.67334214,89731756,73,89731756,3
235,29200,211.1486486,3566139.5,279560.8108,5328,0,0,46,0,4
229,8192,9.765386587,6523729.5,14200.09277,117031.43,0,0,4,0,3
237,8192,87.5761207460972,5753.868083161364,4278.164318285954,13321.747673739133,0,0,609,0,1
493,8192,54.24382494208584,678370.0775780341,29360.567953871185,20839.58913344442,0,0,47,0,0
247,29200,4.495605797303683,35944.473,403.1625350636894,226717.1293739091,0,0,3,0,1
254,29200,4.570313653524293,34549.009806293216,390.61186186715025,222799.59594746516,0,0,4,0,1
-1,-1,124.409057,0,5971.634735,16076,0,0,0,0,0
229,8192,4.39313748,11200000,6388.171038,260146,0,0,4,0,3
235,29200,1.9620005482022735,22457.579321476227,140.0855592078824,560673.3799065395,5248384.110649216,5248384,261,5248384,0
-1,256,0.533177048,0,3.199062291,2344437,9376626,9376626,0,9376626,3
-1,-1,22496.433457159128,769.0823851544947,1362321.2848177522,59.39334931845737,0,0,1,0,0
0,8192,5.983624352016584,10.285714,17.950873052622967,200547.54428895316,0,0,500873,0,1
235,0,0.13233241803359888,3419282.691155833,122.30884934918659,8186455.299362624,98209997.6876602,98209997,44,98209997,4
0,29200,12345.67901,12,37037.03704,162,0,0,0,0,5
28960,29200,0.76796068,0,0,1736200,0,0,0,0,2
28960,29200,0.708054581,0,0,1883094,0,0,0,0,2
28960,29200,0.706230777472889,0,0,1887957.1531112527,0,0,0,0,2
0,229,11764.70588,65.333336,54901.96078,127.5,0,0,0,0,1
-1,-1,97.0041873474205,1037.1428,6693.28892697201,12370.6,0,0,2,0,0
237,8192,63.700392134070505,5732.873586930194,3107.7317913879137,18323.679918890848,0,0,634,0,1
28960,29200,8492.569002,0,0,157,0,0,0,0,5
-1,256,0.63769052,0,3.826143118,1960198.5,7839796,7839796,0,7839796,3
-1,-1,84.12551527,85.333336,5384.032977,23774,0,0,0,0,0
227,29200,567.91292,57.142857,1893.043067,2113,0,0,9427,0,5
235,251,0.163509338,4395438,142.5451053,6586309.5,85300000,85300000,65,85300000,4
229,8192,31.708476363912528,4930097.946286606,46084.306837807875,38300.19051799825,0,0,10,0,3
28960,29200,0.7907845527607924,0,0,1686089.2205149985,0,0,0,0,2
235,0,0.1845531005296108,3960868.277328629,174.6326213568189,5890491.036672962,68284063.11878674,68284063,75,68284063,4
237,8192,119.3337766,5711.6963,5813.259687,9776.5,0,0,600,0,1
28960,29200,0.7660006301574338,0,0,1740642.575794916,0,0,0,0,6
28960,29200,6182.380216,0,0,215.66667,0,0,0,0,5
-1,256,0.45242960484013744,0,2.7145776320408244,2947084.5046613743,8840388.268895961,8840388,0,8840388,3
28960,29200,0.763934208,0,0,1745351,0,0,0,0,2
28960,29200,0.685058313,0,0,1946306.4,0,0,0,0,2
255,115,35087.7192982456,0,210526.315789474,57,0,0,0,0,0
28960,29200,0.6696589266768795,0,0,1991063.3675747535,0,0,0,0,2
105,29200,3.7420034992483364,842944.3358550519,2646.968312359114,332837.489736359,9999997.679580623,9999997,1,9999975,0
247,29200,4.157050028287437,37608.96,395.1691756783776,245467.1545568869,0,0,20,0,1
-1,-1,64.8172154524242,341.33334,4018.6673580503,30856,0,0,0,0,0
235,251,0.149796654,1936227.4,118.8786246,7152553.5,99900000,99900000,47,99900000,4
28960,29200,0.696998047,0,0,1912965.6,0,0,0,0,6
247,29200,4.710402217362504,36062.20809552381,424.1977146170512,216396.1978034831,0,0,3,0,1
-1,256,0.459326152,0,2.755956915,2902803,8707679,8707679,0,8707679,3
65,65535,54.3295194010714,90141.93,7298.26543954392,19720.928,0,0,47,0,0
235,274,0.15618781,2777689.2,143.6086843,6936094,83100000,83100000,45,83100000,4
28960,29200,0.7484655095140159,0,0,1781422.5154261307,0,0,0,0,2
29200,1024,5494.505495,4,18315.01832,273,0,0,0,0,5
229,256,0.15287785552475533,3170085.8672842225,127.35342691284912,7044368.651864262,45080298.93528327,81914599,2,8205130,3
0,29200,4728.132388,12,14184.39716,423,0,0,0,0,5
227,29200,2.6462053731880615,171.3945732861245,33.57776001863788,394330.0548530687,0,0,3,0,1
345,8192,83.04190851408869,649223.4649312071,35683.37351375525,15281.661786016219,0,0,22,0,0
235,8,0.287716637335702,2968046.638432654,337.9886831989193,3878368.054307889,35100000,35100000,65,35100000,4
235,274,0.15023990994691355,1933725.6095630282,119.6672122373012,7131601.858260419,99400000,99400000,15,99400000,4
60,0,509.2946269,0,3055.767762,3927,0,0,0,0,0
257,259,19417.47573,0,0,103,0,0,0,0,1
235,0,0.132187928,2774716.8,121.745082,8195403,98300000,98300000,14,98300000,4
247,29200,4.406772727,35944.473,395.1960523,231287.34,0,0,48,0,1
235,259,0.15171710747017297,2105024.8495752327,121.00068040319947,7062027.19936657,98725349.64167413,98725349,48,98725349,4
393,440,24048.012473912007,0,0,83.1686285099375,0,0,0,0,2
235,29200,1.326989439,4335.4443,48.93273557,861240.56,6006860,6006860,1646,6006860,5
0,64240,21505.37634,12,64516.12903,93,0,0,0,0,5
36,29200,1.6595252059029693,809680.1805031172,1143.8007544388981,652832.3119503531,9999999.813124606,9999999,1,9999907,0
229,256,0.15373860838771905,3353265.158681527,128.0752421444467,7005850.095906027,44893222.669960015,81533906,29,8217127,3
247,29200,4.227903011918727,35851.507802044434,377.91505487830966,241057.6368416201,0,0,3,0,1
28960,29200,4184.100418,0,0,318.66666,0,0,0,0,5
235,29200,1.327545677,4335.4443,48.95324683,860879.7,6005215,6005215,1551,6005215,5
28960,29200,0.7415262568056352,0,0,1798093.2962372175,0,0,0,0,2
28960,29200,0.709552618,0,0,1879118.4,0,0,0,0,2
29200,1024,5474.452555,4,18248.17518,274,0,0,0,0,5
227,29200,2.64722407222466,161.3133253234848,32.72622953157503,394178.33724470023,0,0,3,0,1
-1,256,0.652743325,0,3.916459951,2042661,6126879,6126879,0,6126879,3
28960,29200,0.692381364,0,0,1925721,0,0,0,0,2
229,8192,4.486635914,16800000,7456.147941,260031.5,0,0,187,0,3
-1,256,0.544853899,0,3.269123391,2294193,9175776,9175776,0,9175776,3
247,29200,5.018808376,30427.266,401.583089,202413.19,0,0,4,0,1
235,0,0.12047837923106242,2246195.6479545464,119.73824081040614,9054834.329711836,99452690.99783665,99452690,44,99452690,4
0,1024,37037.03704,5.3333335,148148.1481,54,0,0,0,0,5
-1,-1,36.79514304,7008.3335,4286.634164,54355,0,0,0,0,0
227,29200,2.8472148340332413,160.8516267147026,34.97860495213202,366490.92370179226,0,0,3,0,1
229,8192,6.411530496,6054813,9318.358135,178250.28,0,0,188,0,3
29200,1024,6122.44898,4,20408.16327,245,0,0,0,0,5
229,8192,4.822784118,4572451.5,6233.716405,233267.75,0,0,3,0,3
247,29200,4.561870619929338,35944.473,409.1051142498236,223423.86931861014,0,0,3,0,1
28960,29200,0.7262772440350636,0,0,1835846.2678989018,0,0,0,0,2
28960,29200,0.714594904,0,0,1865859,0,0,0,0,2
0,29200,9900.990099,12,29702.9703,202,0,0,0,0,5
0,229,12244.89796,65.333336,57142.85714,122.5,0,0,0,0,1
29200,1024,5395.683453,4,17985.61151,278,0,0,0,0,5
28960,29200,0.671849651,0,0,1984571,0,0,0,0,2
29200,1024,3947.368421,4,13157.89474,380,0,0,0,0,5
28960,29200,0.7384863692509449,0,0,1805494.860444562,0,0,0,0,2
